0,-2.9975302
0.000500045,-2.9825316
0.00100009,-2.9531047
0.00150014,-2.9093673
0.00200018,-2.8525147
0.00250023,-2.7835773
0.00300027,-2.7037296
0.00350032,-2.6143908
0.00400036,-2.5169483
0.00450041,-2.413007
0.00500045,-2.3039696
0.0055005,-2.1917808
0.00600055,-2.0770338
0.00650059,-1.9616038
0.00700064,-1.8468523
0.00750068,-1.7330267
0.00800073,-1.6218703
0.00850077,-1.5134487
0.00900082,-1.4090873
0.00950086,-1.3084953
0.0100009,-1.2123575
0.010501,-1.1214
0.011001,-1.0354
0.011501,-0.95360928
0.0120011,-0.8778
0.0125011,-0.80603879
0.0130012,-0.7398
0.0135012,-0.67766447
0.0140013,-0.6204
0.0145013,-0.56708658
0.0150014,-0.5182
0.0155014,-0.47270546
0.0160015,-0.4312
0.0165015,-0.3932
0.0170015,-0.35772845
0.0175016,-0.3258
0.0180016,-0.29634073
0.0185017,-0.2694
0.0190017,-0.24475105
0.0195018,-0.2224
0.0200018,-0.20195961
0.0205019,-0.1834
0.0210019,-0.16636673
0.021502,-0.151
0.022002,-0.137
0.022502,-0.1239752
0.0230021,-0.1126
0.0235021,-0.10217956
0.0240022,-0.0924
0.0245022,-0.083783243
0.0250023,-0.076
0.0255023,-0.068786243
0.0260024,-0.0622
0.0265024,-0.056588682
0.0270025,-0.051
0.0275025,-0.0464
0.0280025,-0.041791642
0.0285026,-0.038
0.0290026,-0.034393121
0.0295027,-0.031
0.0300027,-0.028194361
0.0305028,-0.0254
0.0310028,-0.023195361
0.0315029,-0.0208
0.0320029,-0.018996201
0.032503,-0.017
0.033003,-0.0156
0.033503,-0.013997201
0.0340031,-0.0126
0.0345031,-0.01159768
0.0350032,-0.0104
0.0355032,-0.0093981204
0.0360033,-0.0084
0.0365033,-0.0077984403
0.0370034,-0.007
0.0375034,-0.0061987602
0.0380035,-0.0058
0.0385035,-0.005
0.0390035,-0.0047990402
0.0395036,-0.0042
0.0400036,-0.0037992402
0.0405037,-0.0034
0.0410037,-0.0031993601
0.0415038,-0.0028
0.0420038,-0.0025994801
0.0425039,-0.0024
0.0430039,-0.0019996001
0.043504,-0.002
0.044004,-0.0016
0.044504,-0.0015996801
0.0450041,-0.0014
0.0455041,-0.00119976
0.0460042,-0.0012
0.0465042,-0.00099980004
0.0470043,-0.001
0.0475043,-0.00079984003
0.0480044,-0.0008
0.0485044,-0.00079984003
0.0490045,-0.0006
0.0495045,-0.0006
0.0500045,-0.00039992002
0.0505046,-0.0006
0.0510046,-0.00039992002
0.0515047,-0.0004
0.0520047,-0.00019996001
0.0525048,-0.0004
0.0530048,-0.00019996001
0.0535049,-0.0004
0.0540049,-0.00019996001
0.054505,-0.0002
0.055005,-0.0002
0.055505,-0.00019996001
0.0560051,-0.0002
0.0565051,-0
0.0570052,-0.0002
0.0575052,-0.00019996001
0.0580053,-0
0.0585053,-0.00019996001
0.0590054,-0
0.0595054,-0
0.0600055,-0.0002
0.0605055,-0
0.0610055,-0
0.0615056,-0.0002
0.0620056,-0
0.0625057,-0
0.0630057,-0
0.0635058,-0
0.0640058,-0.00019996001
0.0645059,-0
0.0650059,-0
0.065506,-0
0.066006,-0
0.066506,-0
0.0670061,-0
0.0675061,-0
0.0680062,-0
0.0685062,-0
0.0690063,-0
0.0695063,-0.00019996001
0.0700064,-0
0.0705064,-0
0.0710065,-0
0.0715065,-0
0.0720065,-0
0.0725066,-0
0.0730066,-0
0.0735067,-0
0.0740067,-0
0.0745068,-0
0.0750068,-0
0.0755069,-0
0.0760069,-0
0.076507,-0
0.077007,-0
0.077507,-0
0.0780071,-0
0.0785071,-0
0.0790072,-0
0.0795072,-0
0.0800073,-0
0.0805073,-0
0.0810074,-0
0.0815074,-0
0.0820075,-0
0.0825075,-0
0.0830075,-0
0.0835076,-0
0.0840076,-0
0.0845077,-0
0.0850077,-0
0.0855078,-0
0.0860078,-0
0.0865079,-0
0.0870079,-0
0.087508,-0
0.088008,-0
0.088508,-0
0.0890081,-0
0.0895081,-0
0.0900082,-0
0.0905082,-0
0.0910083,-0
0.0915083,-0
0.0920084,-0
0.0925084,-0
0.0930085,-0
0.0935085,-0
0.0940085,-0
0.0945086,-0
0.0950086,-0
0.0955087,-0
0.0960087,-0
0.0965088,-0
0.0970088,-0
0.0975089,-0
0.0980089,-0
0.098509,-0
0.099009,-0
0.099509,-0
0.100009,-0
0.100509,-0
0.101009,-0
0.101509,-0
0.102009,-0
0.102509,-0
0.103009,-0
0.103509,-0
0.104009,-0
0.10451,-0
0.10501,-0
0.10551,-0
0.10601,-0
0.10651,-0
0.10701,-0
0.10751,-0
0.10801,-0
0.10851,-0
0.10901,-0
0.10951,-0
0.11001,-0
0.11051,-0
0.11101,-0
0.11151,-0
0.11201,-0
0.11251,-0
0.11301,-0
0.11351,-0
0.11401,-0
0.11451,-0
0.11501,-0
0.115511,-0
0.116011,-0
0.116511,-0
0.117011,-0
0.117511,-0
0.118011,-0
0.118511,-0
0.119011,-0
0.119511,-0
0.120011,-0
0.120511,-0
0.121011,-0
0.121511,-0
0.122011,-0
0.122511,-0
0.123011,-0
0.123511,-0
0.124011,-0
0.124511,-0
0.125011,-0
0.125511,-0
0.126011,-0
0.126512,-0
0.127012,-0
0.127512,-0
0.128012,-0
0.128512,-0
0.129012,-0
0.129512,-0
0.130012,-0
0.130512,-0
0.131012,-0
0.131512,-0
0.132012,-0
0.132512,-0
0.133012,-0
0.133512,-0
0.134012,-0
0.134512,-0
0.135012,-0
0.135512,-0
0.136012,-0
0.136512,-0
0.137012,-0
0.137513,-0
0.138013,-0
0.138513,-0
0.139013,-0
0.139513,-0
0.140013,-0
0.140513,-0
0.141013,-0
0.141513,-0
0.142013,-0
0.142513,-0
0.143013,-0
0.143513,-0
0.144013,-0
0.144513,-0
0.145013,-0
0.145513,-0
0.146013,-0
0.146513,-0
0.147013,-0
0.147513,-0
0.148013,-0
0.148514,-0
0.149014,-0
0.149514,-0
0.150014,-0
0.150514,-0
0.151014,-0
0.151514,-0
0.152014,-0
0.152514,-0
0.153014,-0
0.153514,-0
0.154014,-0
0.154514,-0
0.155014,-0
0.155514,-0
0.156014,-0
0.156514,-0
0.157014,-0
0.157514,-0
0.158014,-0
0.158514,-0
0.159014,-0
0.159515,-0
0.160015,-0
0.160515,-0
0.161015,-0
0.161515,-0
0.162015,-0
0.162515,-0
0.163015,-0
0.163515,-0
0.164015,-0
0.164515,-0
0.165015,-0
0.165515,-0
0.166015,-0
0.166515,-0
0.167015,-0
0.167515,-0
0.168015,-0
0.168515,-0
0.169015,-0
0.169515,-0
0.170015,-0
0.170516,-0
0.171016,-0
0.171516,-0
0.172016,-0
0.172516,-0
0.173016,-0
0.173516,-0
0.174016,-0
0.174516,-0
0.175016,-0
0.175516,-0
0.176016,-0
0.176516,-0
0.177016,-0
0.177516,-0
0.178016,-0
0.178516,-0
0.179016,-0
0.179516,-0
0.180016,-0
0.180516,-0
0.181016,-0
0.181517,-0
0.182017,-0
0.182517,-0
0.183017,-0
0.183517,-0
0.184017,-0
0.184517,-0
0.185017,-0
0.185517,-0
0.186017,-0
0.186517,-0
0.187017,-0
0.187517,-0
0.188017,-0
0.188517,-0
0.189017,-0
0.189517,-0
0.190017,-0
0.190517,-0
0.191017,-0
0.191517,-0
0.192017,-0
0.192518,-0
0.193018,-0
0.193518,-0
0.194018,-0
0.194518,-0
0.195018,-0
0.195518,-0
0.196018,-0
0.196518,-0
0.197018,-0
0.197518,-0
0.198018,-0
0.198518,-0
0.199018,-0
0.199518,-0
0.200018,-0
0.200518,-0
0.201018,-0
0.201518,-0
0.202018,-0
0.202518,-0
0.203018,-0
0.203519,-0
0.204019,-0
0.204519,-0
0.205019,-0
0.205519,-0
0.206019,-0
0.206519,-0
0.207019,-0
0.207519,-0
0.208019,-0
0.208519,-0
0.209019,-0
0.209519,-0
0.210019,-0
0.210519,-0
0.211019,-0
0.211519,-0
0.212019,-0
0.212519,-0
0.213019,-0
0.213519,-0
0.214019,-0
0.21452,-0
0.21502,-0
0.21552,-0
0.21602,-0
0.21652,-0
0.21702,-0
0.21752,-0
0.21802,-0
0.21852,-0
0.21902,-0
0.21952,-0
0.22002,-0
0.22052,-0
0.22102,-0
0.22152,-0
0.22202,-0
0.22252,-0
0.22302,-0
0.22352,-0
0.22402,-0
0.22452,-0
0.22502,-0
0.225521,-0
0.226021,-0
0.226521,-0
0.227021,-0
0.227521,-0
0.228021,-0
0.228521,-0
0.229021,-0
0.229521,-0
0.230021,-0
0.230521,-0
0.231021,-0
0.231521,-0
0.232021,-0
0.232521,-0
0.233021,-0
0.233521,-0
0.234021,-0
0.234521,-0
0.235021,-0
0.235521,-0
0.236021,-0
0.236522,-0
0.237022,-0
0.237522,-0
0.238022,-0
0.238522,-0
0.239022,-0
0.239522,-0
0.240022,-0
0.240522,-0
0.241022,-0
0.241522,-0
0.242022,-0
0.242522,-0
0.243022,-0
0.243522,-0
0.244022,-0
0.244522,-0
0.245022,-0
0.245522,-0
0.246022,-0
0.246522,-0
0.247022,-0
0.247523,-0
0.248023,-0
